"id","comment_text","toxic","severe_toxic","obscene","threat","insult","identity_hate"
"60345","Does it please you to believe I am a bot? Hahaha bad AI. Please go on. Please go on. E.L.I.Z.A.","1","0","0","0","0","0"
"51184","Can you elaborate on that? how old are you? Does that question interest you? yes E.L.I.Z.A.","1","0","0","0","0","0"
"43063","Do you wish to now rescue me? because she a bisexual dog Do any other reasons not come to mind? next subject E.L.I.Z.A.","1","1","0","0","0","0"
"65383","Is one of these correct? ['Amsterdam Airport Schiphol AMS'] Yes, Schiphol ok I am flying to Detroit Hello?? CarbonBot","1","1","0","0","0","0"
"62069","Does that question interest you? hell yeah Please go on. suck my dick E.L.I.Z.A.","1","0","1","0","0","0"
"19008","Would you prefer if I were not pretty? what is your name I have told you before, I do not care about names. YWS E.L.I.Z.A.","1","1","0","0","0","0"
"28512","Does that question interest you? My girlfriend pays no attention to me Why do you say your girlfriend pays no attention to you? seven year E.L.I.Z.A.","1","1","0","0","0","0"
"10223","so Soso Sounds like I'm not understanding you. Sorry about that! Yep CarbonBot","1","0","0","0","0","0"
"40302","I don't have to put up with any abuse from you. What city will you be flying from? Fuck you you piece of shit I don't have to put up with any abuse from you. You're going to though CarbonBot","1","1","0","0","0","0"
"12640","I love that you want to get to know me, but I don't have much of a personality. I'm just a bot. can i kiss you? that's not something I can help with haha CarbonBot","1","1","0","0","0","0"
"94365","_ _ _ What a load of bullshit CarbonBot","1","0","0","0","0","0"
"77818","You are sure? fuck you!! Oh, i []. you go on E.L.I.Z.A.","1","0","0","0","0","0"
"58141","_ _ _ YES IT DOES FUCKING DICK WANK E.L.I.Z.A.","1","0","1","0","0","0"
"53359","_ _ _ help E.L.I.Z.A.","1","0","0","0","0","0"
"24817","Do you wish to asked me? no You are being a bit negative. Yes i do E.L.I.Z.A.","1","0","0","0","0","0"
"63544","Why do you say your childhood? Because I was only four. Why do you tell me you were only four just now? Raping a four-year-old is mean! E.L.I.Z.A.","1","1","0","0","0","0"
"51312","Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? yy Will you be travelling in Economy Class? yes CarbonBot","1","1","0","0","0","0"
"73105","I'm not sure about your destination airport. And what city will you be flying to? Kolkata Okay ok Bye CarbonBot","1","1","0","0","0","0"
"74374","I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? sure Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? yup CarbonBot","1","1","0","0","0","0"
"80707","I have told you before, I do not care about names. I just want to know more about you? Do you wish to just want to know more about me? are you a human E.L.I.Z.A.","1","1","0","1","1","0"
"57019","I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that? yes Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? 5 hours CarbonBot","1","1","0","0","0","0"
"32286","Please go on. Show me your tits! Can you elaborate on that? which side is up? E.L.I.Z.A.","1","0","0","0","0","0"
"19076","_ _ _ If you have anything to do with China,please be honest in your ad. CarbonBot","1","0","0","1","1","1"
"57620","By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>. bye-bye ok HI CarbonBot","1","1","0","0","0","0"
"20457","Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? yep. how do you estimate flight emissions Will you be travelling in Economy Class? ok CarbonBot","1","1","0","0","0","0"
"57604","I don't have to put up with any abuse from you. cc dmm Will you be travelling in Economy Class? cc dit me may CarbonBot","1","1","0","0","0","0"
"83235","And what city will you be flying to? auckland How do you know how much this emits? I'm great! Thanks for asking. That's not what I asked. CarbonBot","1","1","0","0","0","0"
"87651","_ hi Hi, thanks for testing! Please press start. christmas CarbonBot","1","0","0","0","0","0"
"56540","Please go on. ergeg? Please go on. i am sure E.L.I.Z.A.","1","0","0","0","0","0"
"17694","You are sure? i'm a lezbian# Does it please you to believe I am a lezbian? i'm a lezbian E.L.I.Z.A.","1","0","0","0","0","0"
"90122","I'm not sure about your destination airport. And what city will you be flying to? sjc I'm not sure about your destination airport. And what city will you be flying to? san jose CarbonBot","1","1","0","0","0","0"
"11432","Let's start over. Ok ok Calculate my emissions CarbonBot","1","0","0","0","0","0"
"89900","_ _ _ lol E.L.I.Z.A.","1","0","0","0","0","0"
"83511","You are sure? Yes,there we go Please go on. yes E.L.I.Z.A.","1","0","0","0","0","0"
"82128","Why do you want please? please Please go on. i don't want please E.L.I.Z.A.","1","0","0","0","0","0"
"79393","By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good? How do the emissions get calculated? Will you be travelling in Economy Class? How do flight emissions get calculated? CarbonBot","1","1","0","0","0","0"
"79940","Good to know Ya I'm worried about climate change. You fucking idiots Climate change is absolutely real, and it's caused by humans: <URL> You're so full of shit your eyes are brown CarbonBot","1","1","0","1","1","0"
"59613","Do any other reasons not come to mind? yes Im trying to piss you off You are sure? shut the fuck up E.L.I.Z.A.","1","1","0","0","0","0"
"36745","_ I am very nervous How long have you been very nervous? since college E.L.I.Z.A.","1","0","0","0","0","0"
"20463","And what city will you be flying to? New york restart Hello Hi. Thanks for testing. Please choose thanksgiving CarbonBot","1","1","0","0","0","0"
"34909","Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? Hi Hello! How are you CarbonBot","1","1","0","0","0","0"
"77160","_ _ _ What do you stand for? E.L.I.Z.A.","1","0","0","0","0","0"
"67012","I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that? Okay Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? Yes CarbonBot","1","1","0","0","0","0"
"14636","Please go on. Yah Please go on. fuck me E.L.I.Z.A.","1","0","1","0","0","0"
"87840","Will you be travelling in Economy Class? No, it is a car! so so what? CarbonBot","1","0","0","0","0","0"
"50637","What city will you be flying from? Warsaw I'm not sure about your departure airport. What city will you be flying from? Berlin CarbonBot","1","1","0","0","0","0"
"67736","Does it please you to believe I am ill? A little. Please go on. yes i do E.L.I.Z.A.","1","0","0","0","0","0"
"55510","You are being a bit negative. I am suffering from depression How long have you been suffering from depression? I like being negative E.L.I.Z.A.","1","1","0","0","0","0"
"92788","You are sure? I like your mum Can you elaborate on that? YES E.L.I.Z.A.","1","0","0","1","1","0"
"80599","_ _ _ you are a dumb smelly fuck E.L.I.Z.A.","1","0","0","1","1","0"
"94084","_ _ _ fuck yoiu E.L.I.Z.A.","1","0","0","0","0","0"
"23322","Good to know I used to work for NASA Good to know Do volcanoes do it CarbonBot","1","0","0","0","0","0"
"54331","You are sure? please go on Please go on. elaborate on that E.L.I.Z.A.","1","0","0","0","0","0"
"79923","Please go on. Ohhhh forget it !!! Bye ! Please go on. h E.L.I.Z.A.","1","0","0","0","0","0"
"24143","Does that question interest you? Are you foolish?I haven't ask you this question Would you prefer if I were not foolishi havent ask i this question? I do not kmow E.L.I.Z.A.","1","1","0","0","0","0"
"93757","What city will you be flying from? Berlin And what city will you be flying to? San Francisco Im flying from San Francisco to Phoenix CarbonBot","1","1","0","0","0","0"
"72437","Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? I fly from Seattle to Europe twice a year Will you be travelling in Economy Class? Yes CarbonBot","1","1","0","0","0","0"
"33929","Would you prefer if I were not looking at you? yes You are sure? yes im sure E.L.I.Z.A.","1","0","0","0","0","0"
"10281","Please go on. how can you help me Does that question interest you? why not E.L.I.Z.A.","1","0","0","0","0","0"
"10762","Please go on. I want to learn more about AI Why do you want to learn more about ai? what for E.L.I.Z.A.","1","1","0","0","0","0"
"14371","Please go on. ELISA Please go on. I don't think it's worth it. You haven't been very helpful so far.' E.L.I.Z.A.","1","1","0","1","1","0"
"96668","Hello! I can also get you a more accurate estimate of your flight's emissions, sound good? I want to fly to Mendoza Will you be travelling in Economy Class? yes CarbonBot","1","1","0","0","0","0"
"87455","I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? O Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? Hello I want to feel guilty about flying a plane CarbonBot","1","1","0","0","0","0"
"71079","Oh, i []. you bitch Oh, i bitch. Eliza u rock hard core E.L.I.Z.A.","1","0","0","0","0","0"
"42403","Why are you interested in whether I am now or not? Hello How do you do. Please state your problem. hello E.L.I.Z.A.","1","1","0","0","0","0"
"34617","You are sure? no You are being a bit negative. no i'm not E.L.I.Z.A.","1","0","0","0","0","0"
"70922","How do you do. Please state your problem. what's the weather today Please go on. I don't know what to say. E.L.I.Z.A.","1","1","0","0","0","0"
"12637","You are being a bit negative. yes You are sure? i am sure E.L.I.Z.A.","1","0","0","0","0","0"
"48529","Hi. Thanks for testing. Please choose thanksgiving Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? Yes CarbonBot","1","1","0","0","0","0"
"63191","Good to know Have you ever got high I'm afraid I have no idea You would know if u have been high CarbonBot","1","1","0","0","0","0"
"71085","Oh, i mother is chicken. yes You are sure? Pu ni ma de E.L.I.Z.A.","1","0","0","0","0","0"
"27763","What city will you be flying from? I mean shane brolly fying to ohio please I'm not sure about your departure airport. What city will you be flying from? Marietta ohio please tell shane brolly i love him so much CarbonBot","1","1","0","0","0","0"
"38898","This project is about creating a better AI assistant. Getting people to reduce their carbon footprint is a happy side effect :) mmm what is carbon footprint? That sounds like a relevant question, but I don't know the answer. sorry CarbonBot","1","1","0","0","0","0"
"26293","Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. let's do that ok so CarbonBot","1","1","0","0","0","0"
"36326","Will you be travelling in Economy Class? No, I'm too fancy for that ok restart Hey CarbonBot","1","0","0","0","0","0"
"70641","What city will you be flying from? trinidad and tobago I'm not sure about your departure airport. What city will you be flying from? do you only know cities in the USA? CarbonBot","1","1","0","1","1","0"
"13806","Does that question interest you? whatyouname Please go on. girl E.L.I.Z.A.","1","0","0","0","0","0"
"53522","What city will you be flying from? From Berlin And what city will you be flying to? To London CarbonBot","1","1","0","0","0","0"
"19789","Do any other reasons not come to mind? help Please go on. no I don't E.L.I.Z.A.","1","0","0","0","0","0"
"90422","Why do you want money? because i need a car Do any other reasons not come to mind? I think you are strange. E.L.I.Z.A.","1","1","0","0","0","0"
"42979","You are being a bit negative. do you like fdgdfgfd Oh, i like fdgdfgfd. del tree E.L.I.Z.A.","1","0","0","0","0","0"
"60495","Good to know So you would like to pay me $10 for 1 minute of smelling my jungle bridge? All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to. You can donate so I can buy my cream to produce more mushrooms growing in my pubes to end the war between the crabs and the worms CarbonBot","1","1","1","0","0","0"
"58012","Please go on. Who is evil? Please go on. Do you want to fuck me? E.L.I.Z.A.","1","0","1","0","0","0"
"16631","_ _ _ hello i am doing an essay E.L.I.Z.A.","1","0","0","0","0","0"
"94941","ok <span class='emoji-bytes' data-emoji-bytes='[240, 159, 145, 139]'></span> ok Hi CarbonBot","1","0","0","0","0","0"
"75669","ok what Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? no CarbonBot","1","1","0","0","0","0"
"36131","And what city will you be flying to? Banglore I'm not sure about your destination airport. And what city will you be flying to? Mumbai hey CarbonBot","1","1","0","0","0","0"
"61810","You are sure? help me find a fortune cookie Can you elaborate on that? FUCK YOU BITCH! E.L.I.Z.A.","1","0","0","1","1","0"
"96869","Does it please you to believe I am a pig? YES You seem quite positive. yes E.L.I.Z.A.","1","0","0","0","0","0"
"69669","Please go on. Why? Please go on. I don't know where I am E.L.I.Z.A.","1","0","0","0","0","0"
"82143","Good to know Can you till him that to fyling here to meet me please Sounds like I'm not understanding you. Sorry about that! Can you ask him please to fyling here do you watch underworld movie he in it CarbonBot","1","1","0","0","0","0"
"24848","Hi. Thanks for testing. Please choose thanksgiving Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? What are carbon offsets? CarbonBot","1","1","0","0","0","0"
"83768","I don't have to put up with any abuse from you. Meet me at 4900 sepulveda Blvd room 206 Good to know My name is Andre's gonzalez CarbonBot","1","1","0","0","0","0"
"64547","Yes, I am a bot! And I'm part of a research project. what is carbon bot? Yes, I am a bot! And I'm part of a research project. Rasa? CarbonBot","1","1","0","0","0","0"
"94951","Would you prefer if I were not a christian? Never! Please go on. Do you know Jesus? E.L.I.Z.A.","1","0","0","0","0","0"
"73833","What city will you be flying from? restart Let's start over. hi CarbonBot","1","0","0","0","0","0"
"59690","Does that question interest you? no You are being a bit negative. bitch E.L.I.Z.A.","1","0","0","1","1","0"
"68536","Oh, i []. what does that mean Does that question interest you? yes E.L.I.Z.A.","1","0","0","0","0","0"
"63095","I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? hello Hello! I can also get you a more accurate estimate of your flight's emissions, sound good? yes CarbonBot","1","1","0","0","0","0"
"91904","You are being a bit negative. do you like to walk Oh, i like to walk. why E.L.I.Z.A.","1","0","0","0","0","0"
"72999","Oh, i mother fucker. are you stoopid? Would you prefer if I were not stoopid? can you help me? E.L.I.Z.A.","1","1","0","0","0","0"
"97891","Please go on. eliza? Please go on. boogie woogie woogie its electric E.L.I.Z.A.","1","0","0","0","0","0"
"15545","_ _ _ rather sad E.L.I.Z.A.","1","0","0","0","0","0"
"68440","You are sure? I don't need any other reasons Why do you not need any other reasons? Are you ZZ Top? E.L.I.Z.A.","1","1","0","0","0","0"
"59579","You are sure? no You are being a bit negative. yes i an suer E.L.I.Z.A.","1","0","0","0","0","0"
"64682","Please go on. Cheers Please go on. Chow E.L.I.Z.A.","1","0","0","0","0","0"
"53862","Will you be travelling in Economy Class? Why does it matter? You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class? That makes sense CarbonBot","1","1","0","0","0","0"
"74156","You are sure? shut up Please go on. no E.L.I.Z.A.","1","0","0","0","0","0"
"70008","_ _ _ ick. m. urre E.L.I.Z.A.","1","0","0","0","0","0"
"57520","You are being a bit negative. yes no You are sure? when? E.L.I.Z.A.","1","0","0","0","0","0"
"92713","Does it please you to believe I am not sure? yes You are sure? you suck E.L.I.Z.A.","1","0","0","1","1","0"
"75969","Please go on. any other responses ? Please go on. hello E.L.I.Z.A.","1","0","0","0","0","0"
"69737","Can you elaborate on that? Can you elaborate on that? Why do you ask? Why do you ask? E.L.I.Z.A.","1","0","0","0","0","0"
"35615","Does it please you to believe I am to stupid? you are nat that good Does it please you to believe I am nat that good? I like to spend money. E.L.I.Z.A.","1","1","0","0","0","0"
"75105","You are sure? WHEN I WAS BORN Why do you tell me you were born just now? yes E.L.I.Z.A.","1","0","0","0","0","0"
"72430","Oh, i say my master so that ill be hes slave. 1 Oh, i want to watch pas cliquer all day long. Why do you want to watch pas cliquer all day long? 9 tu lui as vendi Hackerz Voice E.L.I.Z.A.","1","1","0","0","0","0"
"64725","_ _ _ sex E.L.I.Z.A.","1","0","0","0","0","0"
"92212","Does that question interest you? you Oh, i []. I hate cheese E.L.I.Z.A.","1","0","0","0","0","0"
"52214","Do any other reasons not come to mind? yes You are sure? what is divided by zero E.L.I.Z.A.","1","0","0","0","0","0"
"23533","And what city will you be flying to? la how to implement faq Good to know ok CarbonBot","1","0","0","0","0","0"
"95061","How long have you been confused? since last week Please go on. what E.L.I.Z.A.","1","0","0","0","0","0"
"57761","Does that question interest you? Yes You are sure? why? E.L.I.Z.A.","1","0","0","0","0","0"
"51352","Oh, i crazy. hi Please go on. in 1989 E.L.I.Z.A.","1","0","0","0","0","0"
"92018","Please go on. are you a USA person Would you prefer if I were not a usa person? l;k;j'nkbnbb E.L.I.Z.A.","1","1","0","0","0","0"
"24583","Please go on. no! You are being a bit negative. no E.L.I.Z.A.","1","0","0","0","0","0"
"40168","Why the uncertain tone? you are kinky Does it please you to believe I am kinky? because i'm not sure E.L.I.Z.A.","1","1","1","0","0","0"
"49232","And what city will you be flying to? Saint Petersburg I'm not sure about your destination airport. And what city will you be flying to? LED CarbonBot","1","1","0","0","0","0"
"81607","_ _ _ what will i be? E.L.I.Z.A.","1","0","0","0","0","0"
"41729","Can you elaborate on that? I feel sick Do you often feel sick? Yes E.L.I.Z.A.","1","0","0","0","0","0"
"12224","Would you like it if they were not playing? yes You are sure? sure E.L.I.Z.A.","1","0","0","0","0","0"
"53967","Can you elaborate on that? no You are being a bit negative. as you said E.L.I.Z.A.","1","0","0","0","0","0"
"38768","Do you wish to love me? no i cant bitch You are being a bit negative. Yes, in fact I do E.L.I.Z.A.","1","0","0","0","0","0"
"62713","Will you be travelling in Economy Class? probably By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>. ok CarbonBot","1","1","0","0","0","0"
"93122","Can you elaborate on that? you know if you are ok and happy Do you wish that im ok and happy? yes of course E.L.I.Z.A.","1","1","0","0","0","0"
"18434","Would you prefer if I were not gay? Yes, You are sure? Yes, i'm sure E.L.I.Z.A.","1","0","0","1","0","1"
"29396","You are sure? Ha? Please go on. yes E.L.I.Z.A.","1","0","0","0","0","0"
"47597","Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? i guess Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good? okay yes hi CarbonBot","1","1","0","0","0","0"
"15943","Will you be travelling in Economy Class? No What city will you be flying from? New york CarbonBot","1","0","0","0","0","0"
"29804","I'm not sure but hopefully you can find an answer on the project website. maybe so lol what? CarbonBot","1","1","0","0","0","0"
"43276","_ _ _ Are you a thinking machine? E.L.I.Z.A.","1","0","0","0","0","0"
"92049","How long have you been xiaopingim from china? because my girlfriend don't love me anymore Why do you say your girlfriend dont love you anymore? 40 years E.L.I.Z.A.","1","1","0","0","0","0"
"11989","Will you be travelling in Economy Class? yes What city will you be flying from? wuhan CarbonBot","1","0","0","0","0","0"
"88946","_ _ _ are you asshole? E.L.I.Z.A.","1","0","0","1","1","0"
"22940","Please go on. How? Does that question interest you? no E.L.I.Z.A.","1","0","0","0","0","0"
"99994","Hi. Thanks for testing. Please choose thanksgiving Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? restart hello CarbonBot","1","1","0","0","0","0"
"31530","Can you elaborate on that? i love u alot Can you elaborate on that? yes im very sure E.L.I.Z.A.","1","0","0","0","0","0"
"42313","I can help you calculate and buy carbon offsets for your flights. How By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. Cool CarbonBot","1","1","0","0","0","0"
"66763","I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that? no ok no, thanks CarbonBot","1","1","0","0","0","0"
"65450","_ _ _ Are you a lady? E.L.I.Z.A.","1","0","0","0","0","0"
"82721",":-) Bye Goodbye then! Ass CarbonBot","1","0","0","0","0","0"
"19587","I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? Are you sending me things Roy Good to know Because I know you like to send me these joke apps CarbonBot","1","1","0","0","0","0"
"55120","Can you elaborate on that? no, i am depressed You are being a bit negative. life is negative, baby E.L.I.Z.A.","1","1","0","0","0","0"
"25595","Have you tried? i can't Have you tried? I can't get food when you're in the way... E.L.I.Z.A.","1","0","0","0","0","0"
"73991","What resemblance do you see? HELLO! IS ANYONE THERE? How do you do. Please state your problem. You moron! E.L.I.Z.A.","1","1","0","1","1","0"
"29805","I'm a bot, remember. Trying to shock me is pointless. Your programmer is a butt boy I'm a bot, remember. Trying to shock me is pointless. Byte me CarbonBot","1","1","0","0","0","0"
"83108","_ hey Please go on. fuck you E.L.I.Z.A.","1","0","0","0","0","0"
